area_type,availability,location,size,bhk,total_sqft,bath,balcony,price,
Built-up  Area,Ready To Move,Victoria Layout,2 BHK,2,"1,115.00",2,1,115,
Super built-up  Area,Ready To Move,Harlur,2 BHK,2,"1,197.00",2,1,76,
Super built-up  Area,20-Dec,Begur Road,1 BHK,1,644.00,1,1,32,
Super built-up  Area,Ready To Move,Bellandur,2 BHK,2,"1,251.00",2,3,47,
Super built-up  Area,18-Apr,Neeladri Nagar,2 BHK,2,"1,105.00",2,2,30,
Super built-up  Area,18-Aug,4th Phase JP Nagar,2 BHK,2,"1,080.00",2,2,38,
Super built-up  Area,Ready To Move,Kudlu,4 BHK,4,"2,100.00",3,1,114,
Plot  Area,Ready To Move,Kammanahalli,4 Bedroom,4,"1,600.00",4,1,200,
Super built-up  Area,Ready To Move,NRI Layout,3 BHK,3,"1,731.00",3,3,64.11,
Super built-up  Area,Ready To Move,Hormavu,2 BHK,2,"1,206.00",2,1,55,
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,3,"1,560.00",3,2,78,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,1 BHK,1,750.00,1,2,47,
Built-up  Area,Ready To Move,Billekahalli,2 BHK,2,"1,035.00",2,2,90,
Plot  Area,Ready To Move,Ramamurthy Nagar,7 Bedroom,7,"1,200.00",6,2,150,
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,1,702.00,1,0,35.8,
Plot  Area,Ready To Move,Attibele,3 Bedroom,3,"1,700.00",3,1,65,
Super built-up  Area,Ready To Move,HRBR Layout,2 BHK,2,"1,145.00",2,2,68.5,
Super built-up  Area,Ready To Move,Ramamurthy Nagar,3 BHK,3,"1,208.00",2,2,43.5,
Super built-up  Area,Ready To Move,Brookefield,3 BHK,3,"1,589.00",3,2,74,
Built-up  Area,Ready To Move,Allalasandra,2 BHK,2,560.00,2,1,22,
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,3,"1,426.00",2,2,61.5,
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3,"1,885.00",3,2,135,
Super built-up  Area,18-Mar,Old Madras Road,2 BHK,2,935.00,2,0,37.77,
Super built-up  Area,18-Apr,Old Madras Road,2 BHK,2,"1,171.00",2,2,73,
Super built-up  Area,Ready To Move,Singasandra,2 BHK,2,"1,465.00",2,3,60,
Super built-up  Area,Ready To Move,Budigere,3 BHK,3,"1,820.00",3,2,95,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,"1,580.00",2,2,66.85,
Super built-up  Area,Ready To Move,Whitefield,3 BHK,3,"1,452.00",2,2,46.29,
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,"1,445.00",2,1,89.56,
Super built-up  Area,Ready To Move,Gollahalli,2 BHK,2,"1,170.00",2,1,39,
Super built-up  Area,Ready To Move,Anjappa Layout,2 BHK,2,"1,070.00",2,1,50,
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,3,"1,100.00",3,2,53,
Super built-up  Area,18-Mar,Kothanur,2 BHK,2,"1,140.00",2,2,56,
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,3,"2,600.00",3,2,160,
Super built-up  Area,Ready To Move,Shikaripalya,3 BHK,3,"1,532.00",3,2,59.75,
Super built-up  Area,Ready To Move,AGS Layout,2 BHK,2,"1,150.00",2,1,46,
Super built-up  Area,Ready To Move,Jakkur,2 BHK,2,"1,473.00",2,1,85,
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,3,"1,350.00",3,2,80.99,
Super built-up  Area,Ready To Move,Prithvi Layout,4 BHK,4,"4,040.00",4,0,500,
Super built-up  Area,18-Jan,CV Raman Nagar,3 BHK,3,"1,980.00",4,2,166,
Super built-up  Area,22-Jun,Hoodi,3 BHK,3,"1,660.00",3,2,128,
Plot  Area,Ready To Move,Kogilu,7 Bedroom,7,"2,456.00",7,2,85,
Super built-up  Area,Ready To Move,Chamrajpet,2 BHK,2,650.00,2,2,45,
Plot  Area,Ready To Move,Neeladri Nagar,5 Bedroom,5,"4,000.00",5,2,425,
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,3,"2,475.00",4,3,340,
Super built-up  Area,Ready To Move,Chikkakannalli,3 BHK,3,"1,495.00",3,2,90,
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,2,"1,080.00",2,1,48,
Super built-up  Area,Ready To Move,Electronic City,3 BHK,3,"1,521.00",2,2,57.5,
Built-up  Area,Ready To Move,Aishwarya Crystal Layout,2 BHK,2,"1,053.00",2,0,51,
Super built-up  Area,18-Mar,Binny Pete,3 BHK,3,"2,406.00",5,2,289,
Plot  Area,Ready To Move,Kanakpura Road,4 Bedroom,4,800.00,5,3,115,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,"1,050.00",2,1,42,
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3,"1,430.00",2,2,51.48,
Built-up  Area,Ready To Move,Begur,3 BHK,3,"2,400.00",3,2,12,
Super built-up  Area,18-Apr,OLd Gurappanapalya,3 BHK,3,"1,250.00",3,2,39,
Plot  Area,Ready To Move,Ramanagara Channapatna,4 Bedroom,4,"1,200.00",2,1,75,
Built-up  Area,Ready To Move,Ulsoor,1 Bedroom,1,840.00,1,1,150,
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,2,"1,000.00",2,2,39.5,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,3,"1,630.00",3,3,68,
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,2,985.00,2,1,40.5,
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,2,"1,200.00",2,2,70,
Built-up  Area,Ready To Move,Ambalipura,3 BHK,3,"1,650.00",3,3,100,
Super built-up  Area,Ready To Move,Mico Layout,3 BHK,3,"1,670.00",3,2,59,
Super built-up  Area,Ready To Move,5th Block Hbr Layout,5 BHK,5,"1,200.00",5,0,205,
Plot  Area,16-Jan,Sarjapur  Road,4 Bedroom,4,"1,240.00",4,0,110,
Built-up  Area,Ready To Move,Maheswari Nagar,2 BHK,2,"1,000.00",2,2,60,
Super built-up  Area,Ready To Move,Doddabanahalli,2 BHK,2,830.00,2,2,26,
Plot  Area,18-Jul,Ramagondanahalli,3 Bedroom,3,"1,200.00",3,1,56.1,
Plot  Area,Ready To Move,Sadashiva Nagar,5 Bedroom,5,"9,600.00",7,2,2736,
Super built-up  Area,19-Aug,Begur Road,4 BHK,4,"2,500.00",6,0,122.5,
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2,"1,140.00",2,2,43,
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,3,"1,635.00",3,3,85,
Built-up  Area,Ready To Move,HSR Layout,2 BHK,2,"1,120.00",2,1,70,
Plot  Area,Ready To Move,Kamakya Layout,6 Bedroom,6,"2,750.00",6,3,200,
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,3 BHK,3,"1,760.00",3,2,185,
Super built-up  Area,Ready To Move,Harlur,3 BHK,3,"2,137.00",3,2,110,
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,2,973.00,2,1,50.74,
Super built-up  Area,18-Jun,Kundalahalli,3 BHK,3,"1,724.00",3,1,146,
Super built-up  Area,Ready To Move,Banashankari,2 BHK,2,"1,020.00",2,2,40.79,
Plot  Area,Ready To Move,Hsr layout sector3,4 Bedroom,4,"1,200.00",4,3,375,
Super built-up  Area,Ready To Move,Electronic City,1 BHK,1,750.00,1,1,35,
Super built-up  Area,Ready To Move,Kambipura,2 BHK,2,883.00,2,1,49,
Built-up  Area,Ready To Move,Thyagraj Nagar,2 Bedroom,2,660.00,2,0,76,
Super built-up  Area,Ready To Move,Ramagondanahalli,4 BHK,4,"2,787.00",5,2,220,
Built-up  Area,Ready To Move,Devasthanagalu,3 BHK,3,"1,470.00",2,3,60,
Super built-up  Area,20-Apr,Electronics City Phase 1,2 BHK,2,891.00,2,1,24.95,
Built-up  Area,Ready To Move,"Sarjapur Road, ",2 BHK,2,"1,275.00",2,1,76,
Super built-up  Area,Ready To Move,Kothanur,3 BHK,3,"1,787.00",3,2,120,
Built-up  Area,Ready To Move,8th Phase JP Nagar,5 Bedroom,5,"1,730.00",5,2,75,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,"1,320.00",2,2,110,
Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,3,"1,692.00",3,3,108,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,3,"1,400.00",3,2,69,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,"1,115.00",2,1,50,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,"1,370.00",2,2,56,
Super built-up  Area,18-Feb,Thirumenahalli,3 BHK,3,"1,602.00",3,2,56,
Built-up  Area,20-Dec,"Hoodi Circle, ",1 BHK,1,793.00,1,1,40,
Super built-up  Area,Ready To Move,GM Palaya,1 BHK,1,675.00,1,1,35,
Built-up  Area,Ready To Move,Chikka Tirupathi,4 Bedroom,4,"3,250.00",4,2,136,
Super built-up  Area,Ready To Move,Whitefield,2 BHK,2,"1,050.00",2,3,43,
Built-up  Area,Ready To Move,Jalahalli East,2 BHK,2,"1,035.00",2,1,42.5,
Super built-up  Area,17-Feb,Sarjapur  Road,3 BHK,3,"1,200.00",2,2,44,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,800.00",3,2,128,
Built-up  Area,Ready To Move,Green Glen Layout,3 BHK,3,"1,625.00",3,2,70,
Super built-up  Area,20-Dec,Electronics City Phase 1,2 BHK,2,"1,032.00",2,1,31.99,
Super built-up  Area,18-Apr,Whitefield,3 BHK,3,"1,496.00",2,1,71.81,
Super built-up  Area,18-May,Kothnoor Dinne,2 BHK,2,"1,100.00",2,2,38,
Built-up  Area,Ready To Move,Kundalahalli,3 BHK,3,"1,500.00",3,2,50,
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,2,"1,125.00",2,1,32.63,
Super built-up  Area,Ready To Move,Chikka Banaswadi,3 BHK,3,"1,555.00",3,3,73,
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,2,"1,025.00",2,1,42,
Super built-up  Area,19-Mar,Hennur Road,3 BHK,3,"1,482.00",2,1,83.73,
Super built-up  Area,Ready To Move,Banagirinagar,3 BHK,3,"1,630.00",2,2,130,
Super built-up  Area,Ready To Move,Arekere,2 BHK,2,900.00,2,1,44.5,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,"1,355.00",2,3,75,
Plot  Area,18-May,1st Block Koramangala,4 Bedroom,4,"2,360.00",4,2,601,
Built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,2,"1,200.00",2,2,45,
Super built-up  Area,Ready To Move,Suraksha Nagar,3 BHK,3,"1,563.00",3,2,63,
Plot  Area,Ready To Move,Medaralli,4 Bedroom,4,"1,344.00",4,1,84,
Super built-up  Area,Ready To Move,6th block Koramangala,3 BHK,3,"3,000.00",3,2,400,
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,2,812.00,2,1,42,
Built-up  Area,18-Apr,Basaveshwara Nagar,2 BHK,2,"1,200.00",2,1,70,
Super built-up  Area,Ready To Move,Yelahanka,4 BHK,4,"3,175.00",4,1,156,
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2,"1,360.00",2,1,101,
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,3,"1,835.00",3,3,88,
Built-up  Area,Ready To Move,Rachenahalli,3 BHK,3,"1,756.00",3,2,110,
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,3,"1,296.00",2,2,51.83,
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,2,"1,300.00",2,1,75,
Super built-up  Area,Ready To Move,Anandapura,2 BHK,2,"1,141.00",2,1,50,
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,3,"1,270.00",2,2,50.79,
Built-up  Area,Ready To Move,Electronic City,2 BHK,2,"1,210.00",2,1,55,
Super built-up  Area,Ready To Move,Hormavu,2 BHK,2,"1,310.00",2,2,67,
Plot  Area,Ready To Move,Ejipura,5 Bedroom,5,"1,356.00",5,2,139,
Super built-up  Area,18-Aug,Magadi Road,3 BHK,3,"1,187.00",2,0,55.195,
Super built-up  Area,Ready To Move,Gubbalala,3 BHK,3,"1,745.00",3,2,140,
Plot  Area,17-Aug,KR Puram,5 Bedroom,5,"1,200.00",5,1,125,
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,2,"1,050.00",2,2,37,
Plot  Area,Ready To Move,Banashankari,4 Bedroom,4,"2,400.00",4,3,500,
Super built-up  Area,18-Apr,Electronic City Phase II,2 BHK,2,"1,140.00",2,1,34,
Super built-up  Area,Ready To Move,Varthur,2 BHK,2,"1,210.00",2,2,54,
Super built-up  Area,18-May,Kasavanhalli,3 BHK,3,"2,035.00",3,2,142,
Super built-up  Area,Ready To Move,Sarjapur,1 BHK,1,633.00,1,1,17.09,
Built-up  Area,Ready To Move,Amruthahalli,1 BHK,1,485.00,1,1,19.5,
Super built-up  Area,Ready To Move,Varthur,2 BHK,2,"1,112.00",2,2,40,
Plot  Area,Ready To Move,Ullal Uppanagar,2 Bedroom,2,"1,200.00",2,0,82,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"2,275.00",4,2,187,
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,3 BHK,3,"1,419.00",3,2,85,
Super built-up  Area,18-Apr,Sri Sai Layout,2 BHK,2,"1,195.00",2,0,42.4,
Built-up  Area,Ready To Move,Versova Layout,3 Bedroom,3,"2,020.00",3,3,270,
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,2,"1,047.00",2,2,91,
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3,"1,884.00",4,2,117,
Plot  Area,Ready To Move,Malleshpalya,3 Bedroom,3,"1,200.00",3,2,149,
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,2,905.00,2,1,58,
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,3,"1,500.00",2,1,108,
Built-up  Area,Ready To Move,Chikkajala,1 BHK,1,850.00,1,0,50,
Built-up  Area,18-Aug,Bommasandra Industrial Area,2 BHK,2,"1,125.00",2,1,32.49,
Built-up  Area,Ready To Move,Tindlu,2 BHK,2,"1,165.00",2,2,59.8,
Built-up  Area,Ready To Move,Maruthi Sevanagar,2 BHK,2,933.00,2,0,55,
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,"1,305.00",2,1,77,
Super built-up  Area,Ready To Move,Billekahalli,2 BHK,2,"1,125.00",2,1,65,
Super built-up  Area,Ready To Move,BSM Extension,2 BHK,2,865.00,2,2,33,
Super built-up  Area,Ready To Move,Jigani,3 BHK,3,"1,245.00",3,3,66,
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,2,"8,840.00",2,3,300,
Super built-up  Area,Ready To Move,Udayagiri,3 BHK,3,"1,145.00",2,2,60,
Built-up  Area,Ready To Move,AECS Layout,3 BHK,3,"2,000.00",3,1,90,
Super built-up  Area,19-Mar,Hosa Road,1 BHK,1,625.00,1,1,43.68,
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,3,"1,724.00",3,2,128,
Plot  Area,Ready To Move,Madiwala,1 Bedroom,1,400.00,1,1,75,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,270.00",2,1,54,
Super built-up  Area,18-Apr,Madiwala,3 BHK,3,"1,250.00",3,2,39.5,
Super built-up  Area,20-Dec,Jakkur,3 BHK,3,"1,485.00",3,2,72,
Super built-up  Area,Ready To Move,Shankarapuram,2 BHK,2,823.00,2,1,80,
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,2,990.00,2,2,50,
Plot  Area,Ready To Move,TC Palaya,3 Bedroom,3,"1,200.00",2,0,66,
Super built-up  Area,18-Mar,Kothanur,2 BHK,2,"1,185.00",2,2,59,
Super built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,2,"1,140.00",2,1,78,
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,3,"1,950.00",4,2,120,
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,3,"1,756.00",3,2,125,
Built-up  Area,Ready To Move,Kumaraswami Layout,4 Bedroom,4,"2,600.00",4,2,300,
Super built-up  Area,19-Sep,Chandapura,1 BHK,1,520.00,1,1,14.04,
Built-up  Area,Ready To Move,Doddakannelli,2 BHK,2,"1,025.00",2,1,48,
Built-up  Area,18-Jun,Whitefield,2 BHK,2,"1,216.00",2,1,72,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,"1,026.00",2,2,60.8,
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,4,"3,335.00",4,3,300,
Built-up  Area,Ready To Move,Kodichikkanahalli,5 Bedroom,5,"2,700.00",4,2,125,
Super built-up  Area,18-Apr,Begur,3 BHK,3,"1,411.00",2,2,60,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,"1,320.00",2,1,39.6,
Built-up  Area,Ready To Move,Bannerghatta,2 BHK,2,"1,320.00",2,0,50,
Plot  Area,Ready To Move,OMBR Layout,4 Bedroom,4,615.00,4,2,110,
Super built-up  Area,Ready To Move,Kalena Agrahara,3 BHK,3,"1,804.00",3,2,155,
Super built-up  Area,Ready To Move,HSR Layout,2 BHK,2,"1,140.00",2,2,46,
Plot  Area,18-Apr,Banjara Layout,4 Bedroom,4,"1,200.00",4,1,105,
Super built-up  Area,Ready To Move,Hebbal,4 BHK,4,"2,375.00",4,2,189,
Plot  Area,Ready To Move,Chamundi Nagar,3 Bedroom,3,"1,750.00",3,2,120,
Plot  Area,Ready To Move,Wilson Garden,9 Bedroom,9,960.00,5,2,130,
Super built-up  Area,Ready To Move,TC Palaya,2 BHK,2,"1,152.00",2,2,55,
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,2,965.00,2,1,54,
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,3,"1,684.00",3,1,120,
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,3,"1,672.00",3,2,86,
Super built-up  Area,Ready To Move,Panathur,2 BHK,2,"1,075.00",2,2,60,
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,3,"1,500.00",5,2,95,
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3 BHK,3,"1,464.00",3,2,56,
Super built-up  Area,18-Dec,Hebbal,2 BHK,2,"1,420.00",2,1,99.26,
Super built-up  Area,Ready To Move,Nagashetty Halli,2 BHK,2,750.00,2,0,40,
Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,2,"1,169.00",2,2,64.08,
Super built-up  Area,18-Jul,Devanahalli,3 BHK,3,"1,290.00",2,1,62,
Super built-up  Area,Ready To Move,Kengeri,2 BHK,2,"1,160.00",2,2,40.6,
Built-up  Area,Ready To Move,Shampura,7 Bedroom,7,"2,800.00",5,3,95,
Super built-up  Area,Ready To Move,Mysore Road,3 BHK,3,"1,500.00",3,2,70,
Super built-up  Area,Ready To Move,Domlur,3 BHK,3,"1,850.00",3,1,180,
Super built-up  Area,18-Jan,Venkatapura,3 BHK,3,"1,300.00",3,2,46,
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,3,"1,310.00",2,1,37.84,
Built-up  Area,Ready To Move,RMV,3 BHK,3,"2,750.00",5,2,550,
Super built-up  Area,Ready To Move,Bhoopsandra,3 BHK,3,"2,150.00",3,0,170,
Built-up  Area,Ready To Move,5th Block Hbr Layout,6 BHK,6,"5,100.00",5,3,300,
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,3,"1,300.00",2,3,69,
Plot  Area,Ready To Move,Kadugodi,3 Bedroom,3,"1,875.00",2,1,110,
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,3,"1,260.00",2,1,82,
Built-up  Area,Ready To Move,Kengeri,5 Bedroom,5,"2,500.00",4,3,100,
Super built-up  Area,19-Jun,Begur Road,2 BHK,2,"1,241.00",2,1,64,
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,2,"1,025.00",2,2,45.5,
Plot  Area,Ready To Move,Postal Colony,2 Bedroom,2,"1,500.00",1,0,218,
Built-up  Area,17-Jun,Electronic City,2 BHK,2,"1,070.00",2,1,60,
Super built-up  Area,Ready To Move,Begur,2 BHK,2,815.00,2,1,40,
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,"2,000.00",3,3,105,
Super built-up  Area,Ready To Move,Malleshwaram,2 BHK,2,"1,400.00",2,1,190,
Plot  Area,Ready To Move,Varthur,4 Bedroom,4,"1,740.00",4,3,175,
Super built-up  Area,Ready To Move,ITPL,4 BHK,4,"5,667.50",5,0,300,
Built-up  Area,18-Apr,Sarjapur  Road,2 BHK,2,"1,216.00",2,2,70,
Super built-up  Area,Ready To Move,pavitra paradise,3 BHK,3,"2,200.00",2,1,190,
Plot  Area,Ready To Move,Hegde Nagar,4 Bedroom,4,"3,500.00",5,2,450,
Plot  Area,Ready To Move,Shampura,6 Bedroom,6,970.00,6,3,105,
Plot  Area,Ready To Move,Vidyaranyapura,7 Bedroom,7,"3,150.00",7,3,375,
Plot  Area,Ready To Move,Kanakpura Road,2 Bedroom,2,"1,200.00",2,0,62,
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,2,"1,026.00",2,1,50.18,
Built-up  Area,Ready To Move,Hulimavu,1 BHK,1,450.00,1,1,20,
Super built-up  Area,Ready To Move,KR Puram,2 BHK,2,"1,205.00",2,1,45.79,
Super built-up  Area,Ready To Move,Jakkur Plantation,2 BHK,2,"1,368.00",2,3,87,
Built-up  Area,Ready To Move,Anekal,1 BHK,1,420.00,1,1,12.5,
Built-up  Area,Ready To Move,Doddakallasandra,2 BHK,2,"1,270.00",2,2,42,
Super built-up  Area,Ready To Move,Anekal,2 BHK,2,614.00,1,1,28,
Plot  Area,18-May,Margondanahalli,2 Bedroom,2,"1,050.00",2,0,58,
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,"1,408.00",2,2,58,
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,3,"1,223.00",2,2,42.81,
Built-up  Area,Ready To Move,Reliaable Tranquil Layout,3 BHK,3,"1,507.00",3,1,80,
Super built-up  Area,Ready To Move,kadubisnahalli,2 BHK,2,"1,160.00",2,2,57,
Plot  Area,Ready To Move,Kithaganur,3 Bedroom,3,"1,200.00",3,1,70,
Built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,2,960.00,2,3,50,
Super built-up  Area,Ready To Move,NGR Layout,2 BHK,2,"1,021.00",2,2,46,
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,3,"2,162.03",4,2,129,
Super built-up  Area,Ready To Move,Channasandra,2 BHK,2,"1,065.00",2,1,36,
Super built-up  Area,Ready To Move,Attibele,1 BHK,1,400.00,1,1,10.25,
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,3,"1,465.00",2,1,75,
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,2,900.00,2,1,41,
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,3,"1,800.00",3,2,95,
Super built-up  Area,Ready To Move,Amblipura,2 BHK,2,"1,175.00",2,2,83,
Super built-up  Area,Ready To Move,Lavelle Road,3 BHK,3,"6,729.00",4,0,900,
Plot  Area,Ready To Move,Vijayanagar,4 Bedroom,4,"1,500.00",4,1,360,
Super built-up  Area,Ready To Move,Sanjay nagar,2 BHK,2,"1,050.00",2,0,59,
Built-up  Area,18-Aug,Electronic City Phase II,3 BHK,3,"1,400.00",2,2,40.43,
Super built-up  Area,Ready To Move,Indira Nagar,3 BHK,3,"1,650.00",3,1,150,
Super built-up  Area,Ready To Move,KR Puram,3 BHK,3,"1,827.00",3,2,97,
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,3,"1,930.00",4,2,122,
Super built-up  Area,18-Feb,Mysore Road,2 BHK,2,883.00,2,1,37,
Built-up  Area,Ready To Move,Kengeri,1 BHK,1,550.00,1,1,16.75,
Built-up  Area,18-Dec,Electronic City,3 BHK,3,"1,400.00",2,1,40.44,
Plot  Area,18-Aug,RMV 2nd Stage,4 Bedroom,4,"1,350.00",4,1,310,
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,3,"1,290.00",2,3,38.69,
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,3,"1,021.00",3,2,59,
Super built-up  Area,17-Dec,Whitefield,2 BHK,2,"1,158.00",2,1,55,
Plot  Area,Ready To Move,Varanasi,5 Bedroom,5,"1,200.00",4,1,99,
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,3,"1,400.00",2,2,135,
Plot  Area,Ready To Move,Doddaballapur,4 Bedroom,4,"2,400.00",3,0,200,
Super built-up  Area,18-Apr,Munnekollal,3 BHK,3,"1,200.00",2,1,57.9,
Built-up  Area,Ready To Move,JP Nagar,3 BHK,3,"1,520.00",3,2,125,
Super built-up  Area,18-Nov,Thanisandra,1 BHK,1,777.00,1,0,38.46,
Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,3,"2,710.00",3,2,177,
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,2,"1,150.00",2,2,57,
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,2,"1,101.00",2,2,37,
Super built-up  Area,Ready To Move,Mahalakshmi Layout,3 BHK,3,"1,200.00",2,3,110,
Super built-up  Area,21-Dec,Hebbal,2 BHK,2,"1,252.00",2,1,92,
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,3,"1,650.00",3,2,85,
Built-up  Area,Ready To Move,Marathahalli,2 BHK,2,"1,270.00",2,2,80,
Super built-up  Area,Ready To Move,Tumkur Road,2 BHK,2,992.00,2,1,70,
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,3,"2,000.00",3,2,85,
Super built-up  Area,Ready To Move,Geddalahalli,2 BHK,2,893.00,2,2,34.5,
Built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,3,"1,075.00",2,1,41.49,
Built-up  Area,Ready To Move,Kumaraswami Layout,7 Bedroom,7,"3,200.00",7,0,150,
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2,"1,190.00",2,1,42,
Built-up  Area,Ready To Move,Ashwathnagar,3 Bedroom,3,800.00,2,0,60,
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,3,"1,814.00",3,3,63,
Built-up  Area,Ready To Move,Rahmath Nagar,3 BHK,3,"1,400.00",3,2,98,
Plot  Area,Ready To Move,Bommasandra,5 Bedroom,5,"1,400.00",6,3,252,
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,3,"1,344.00",2,0,56,
Plot  Area,Ready To Move,Whitefield,4 Bedroom,4,"5,400.00",5,3,475,
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,3,"1,843.00",3,2,95,
Super built-up  Area,18-Feb,Chikkadunnasandra,2 BHK,2,"1,138.00",2,1,32,
Built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,3,"1,495.00",2,2,70,
Super built-up  Area,Ready To Move,Electronic City,2 BHK,2,880.00,2,1,19,
Super built-up  Area,18-Apr,Whitefield,3 BHK,3,"1,396.00",3,1,74,
Built-up  Area,Ready To Move,Garudachar Palya,3 BHK,3,"1,610.00",2,3,119,
Super built-up  Area,Ready To Move,Tindlu,2 BHK,2,"1,050.00",2,2,55,
Built-up  Area,14-Jul,Kumbena Agrahara,3 BHK,3,"1,410.00",2,2,43.71,
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,2,"1,050.00",2,2,37.8,
Built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,3,"1,310.00",2,1,85,
